    0.277031180800753729E+00    0.103274469813134129E+01    0.901439272271447711E+00    0.139175517965978379E+01   -0.111764863633174407E+02
    0.168258425276095719E+00    0.126924279112650606E+01    0.837950273192683115E+00    0.159372797397530630E+01   -0.106462580314251731E+02
    0.241347670832288308E+00    0.117966938738752902E+01    0.728103297481573652E+00    0.157501169086850634E+01   -0.979617677658931640E+01
    0.235952392812437128E+00    0.116912968848207544E+01    0.850164327939315179E+00    0.149615922003644353E+01   -0.947902641009088853E+01
    0.156534085942996976E+00    0.141810298246216338E+01    0.778293649788687092E+00    0.173836438466806431E+01   -0.929049836011121144E+01
    0.257383145087360155E+00    0.120490083014670279E+01    0.693452634346790497E+00    0.157067577091729471E+01   -0.907837054445917957E+01
    0.168912727904960425E+00    0.122774779961573355E+01    0.864800272677600068E+00    0.159093362756801593E+01   -0.899732657843711081E+01
    0.241987560992184797E+00    0.105721061758525336E+01    0.907809376412832991E+00    0.145543178056142963E+01   -0.878887957290831778E+01
    0.163519797107946063E+00    0.130893816379643102E+01    0.809668909348261967E+00    0.166069563098701733E+01   -0.841813560701098140E+01
    0.189959198818441477E+00    0.115142934850961609E+01    0.899787079766019460E+00    0.148585415306091129E+01   -0.832446308030929849E+01
    0.263497636156122372E+00    0.120120832171192649E+01    0.725675493583198161E+00    0.153566422940641489E+01   -0.830026231169583539E+01
    0.248718584286032246E+00    0.114142258588928480E+01    0.832215654913984304E+00    0.146926698740024197E+01   -0.820092940169775808E+01
    0.219628851074546161E+00    0.131328817481722426E+01    0.671006947462075343E+00    0.171777621854842022E+01   -0.817344324404032285E+01
    0.209710834881315755E+00    0.121048065860432374E+01    0.779902903929745372E+00    0.157774824990918217E+01   -0.789084947091672184E+01
    0.201886972289143568E+00    0.132744174048480978E+01    0.700719761722485956E+00    0.173325249312173502E+01   -0.779658044822772744E+01
    0.212364172636204218E+00    0.111476653805630033E+01    0.876905785467284371E+00    0.151922231912710171E+01   -0.769006002776544850E+01
    0.195200989595225055E+00    0.123649262228142542E+01    0.781456431967144205E+00    0.165002322885904928E+01   -0.736210530263370622E+01
    0.217720955739127475E+00    0.119043585608435443E+01    0.836480543605752302E+00    0.151275813356675459E+01   -0.734172416515202819E+01
    0.225087347788941794E+00    0.116210680813550238E+01    0.797445467199402569E+00    0.158285810906614621E+01   -0.728383208005966853E+01
    0.210941148439169168E+00    0.130110915771955593E+01    0.720615164991738499E+00    0.169211784381262165E+01   -0.727715584909343782E+01
    0.242115348179167356E+00    0.125502277425577358E+01    0.707825620047983328E+00    0.160199299774968140E+01   -0.708200690635088748E+01
    0.206814079764042175E+00    0.120993910687527650E+01    0.790771400493781029E+00    0.157344348691918312E+01   -0.695975426703081190E+01
    0.224287843329159076E+00    0.117045773714723667E+01    0.847903783026012103E+00    0.149454867755151133E+01   -0.693543979697721369E+01
    0.226316333983702156E+00    0.119458491870422234E+01    0.769102134765276002E+00    0.161032534656816018E+01   -0.686286635750923502E+01
    0.226921325686270214E+00    0.121834905367947033E+01    0.795720942134947040E+00    0.154835941937662569E+01   -0.683138839576241530E+01
    0.258783263927231222E+00    0.118464095941633296E+01    0.761319487856386590E+00    0.152043833259573180E+01   -0.679800792630011852E+01
    0.189082982968657498E+00    0.128264792874980893E+01    0.807079424114265698E+00    0.160279951128019249E+01   -0.677203292604233287E+01
    0.225228662569325139E+00    0.114128400365845017E+01    0.871583894474045495E+00    0.146845010342069737E+01   -0.675937606679135428E+01
    0.187544400900605590E+00    0.123109881896989215E+01    0.853518828731705370E+00    0.159104335681943243E+01   -0.674736007613820377E+01
    0.237572556084729658E+00    0.114134794048792254E+01    0.867017049257888694E+00    0.147309916003509600E+01   -0.672443792567220200E+01
    0.198231939453250294E+00    0.119864628026899855E+01    0.823638829673569939E+00    0.160366832432879169E+01   -0.667228077343068993E+01
    0.213302367373065821E+00    0.126142285379271635E+01    0.735044159868273539E+00    0.167039954569634586E+01   -0.666800258929133793E+01
    0.211974250788641738E+00    0.117007225795226244E+01    0.873415681827953705E+00    0.153033068663524907E+01   -0.664580084680201999E+01
    0.197598767558248373E+00    0.118929936952313819E+01    0.832102386546632822E+00    0.159317709685807785E+01   -0.663393869469043373E+01
    0.221681867435378488E+00    0.131205736841745679E+01    0.687675534073908690E+00    0.168611369995041493E+01   -0.662422034979398422E+01
    0.262610344387181727E+00    0.111256741651786717E+01    0.846354936498722510E+00    0.148113773044000685E+01   -0.661172095854264352E+01
    0.199855307789691211E+00    0.125608414768666776E+01    0.753514847474161864E+00    0.166934868040635509E+01   -0.651393180666787774E+01
    0.253070373136821680E+00    0.121031707663385735E+01    0.725313637015732260E+00    0.155678161001447091E+01   -0.648950941629600830E+01
    0.244810756588771911E+00    0.109760894003152343E+01    0.886516375461311790E+00    0.143630056247722937E+01   -0.648106158622267259E+01
    0.257254537547476958E+00    0.113245392044238757E+01    0.798380537306492388E+00    0.153028341093339404E+01   -0.647792112723544555E+01
    0.270385834198544894E+00    0.105759200046050572E+01    0.871943152101767982E+00    0.142759857682645874E+01   -0.643575058874791495E+01
    0.274169825862421446E+00    0.113619249921166077E+01    0.790440978114168802E+00    0.150049376160514414E+01   -0.643104162290043568E+01
    0.227760527443321037E+00    0.107493456241791852E+01    0.900539086076001527E+00    0.145542480421073051E+01   -0.639657252271860877E+01
    0.284683632702431577E+00    0.109719735343645008E+01    0.809252235362259431E+00    0.146413483452266546E+01   -0.623273167864297584E+01
    0.197226056234476310E+00    0.132730965022613390E+01    0.705601378944641811E+00    0.172573897887813743E+01   -0.621899836415975660E+01
    0.191516654816471066E+00    0.127087450652286327E+01    0.782850326335555735E+00    0.161907329703666236E+01   -0.620577172391705201E+01
    0.195611808760369543E+00    0.124960791887515832E+01    0.831907448029722163E+00    0.159473395541429275E+01   -0.615942079378935059E+01
    0.212759274093665490E+00    0.115560255121836941E+01    0.835498612283875675E+00    0.151844031453469319E+01   -0.608101341205661594E+01
    0.190957983866593045E+00    0.135483425438964766E+01    0.712153887444838540E+00    0.172936118019361551E+01   -0.602174473349033068E+01
    0.211666477242665907E+00    0.111060001799935493E+01    0.906558770243017120E+00    0.148720863244256352E+01   -0.596413405220006698E+01
    0.198930448952833183E+00    0.118631285922808716E+01    0.823049112984262088E+00    0.159085912219233072E+01   -0.595380931267608648E+01
    0.278132368057536161E+00    0.113080666936707286E+01    0.791923747402822009E+00    0.148399386369150377E+01   -0.595148694848798243E+01
    0.253796559443373315E+00    0.116741203489060874E+01    0.798313905912015009E+00    0.152635516257178061E+01   -0.594265946253096633E+01
    0.195734262595834457E+00    0.119528096810310935E+01    0.840985334785542493E+00    0.154192917384528227E+01   -0.593268738689891784E+01
